Id,VideoId,Title,Description,PublishedAt,Duration,ViewCount,LikeCount,CommentCount,PrivacyStatus,EmbeddingStatus,EngagementRate,
64,zFiBFcCtEhc,C# Katmanlı Mimari (Ntier) Nedir? #csharp #programming #programlama #yazılım #code,,2023-01-21 17:34,00:01:00,443,29,0,public,Enabled,6.55,
66,vVE9cW7QWTw,Entity Framework Code First Nedir? #csharp #entityframework #veritabanı #yazılım,,2023-01-19 15:25,00:01:01,203,15,0,public,Enabled,7.39,
14,evRBFPShuJA,Bölüm 2: Onion Mimari Proje Oluşturma ve Uygulamalı Tasarım | C# Eğitimi,"🔗 GitHub Proje Linki: https://github.com/softbreak/Softbreak.OnionArch

Onion Mimari'nin temelini anlamanın ardından bu bölümde, gerçek bir proje oluşturarak uygulamalı tasarım sürecine giriş yapıyoruz. Yazılım projelerinizi modern prensiplere uygun bir şekilde geliştirmek için ihtiyacınız olan adımları detaylı bir şekilde ele alıyoruz.

📌 Videonun Bölümleri:

00:31 Giriş
01:15 Klasörler
05:29 Domain
08:00 Application
10:10 Persistence
12:14 Inner Infrastructure
13:26 Presentation (API)
17:20 Entities
20:00 Prefer Auto Properties
21:06 Concretes
23:20 AspNetCore.Identity.EntityFrameworkCore
24:01 AppUser
26:10 Category
26:34 Product
27:44 AppUserProfile
28:38 Order
29:06 OrderDetail
30:54 Scope to This


Sorularınızı yorumlara yazmayı unutmayın. 🌟",2024-12-14 09:00,00:31:34,942,40,10,public,Enabled,5.31,
16,W4PKZypQ3P8,CQRS Pattern Nedir? - Okuma ve Yazma İşlemlerinin Ayrımı,Sevgili arkadaşlar, bu videoda CQRS Pattern’in ne olduğunu ve yazılım projelerinde neden kullanıldığını anlattık. CQRS, okuma (query) ve yazma (command) işlemlerini sorumluluk açısından ayıran bir tasarım kalıbıdır. Özellikle veri tabanında yapılan sorgu ve güncelleme işlemlerinin ayrıştırılması, sistem performansını artırır. Video boyunca, basit bir ürün ve kategori listesini sorgulayıp nasıl ayrıştırabileceğinizi örneklerle gösterdik. Bir sonraki videoda CQRS'in daha karmaşık uygulamalardaki kullanımını detaylandıracağız.,2024-10-23 12:00,00:31:40,84,5,0,public,Enabled,5.95,
80,UGPbj_xwEfs,Bilgisayarların da bir zihni vardır.Bu zihin aslında RAM.Bu yüzden nesneleri RAM üzerinde tanımlarız,,2022-11-22 22:33,00:00:46,327,24,0,public,Enabled,7.34,
88,QHnHyRIo9Jo,OOP Ders 2-Encapsulation Nedir? Nasıl Uygulanır?,"Sevgili arkadaşlar bir önceki derste oluşturduğumuz projemizde nesne yönelimli programlama (oop)'nın genel felsefesinden bahsetmiştik ve devamında bir sınıf (class) oluşturarak içerisinde bir takım özellikler (properties) tanımlamıştık. Bu dersimizde ise oop'nin prensiplerinden biri olan kapsülleme (encapsulation) konusunu işleyeceğiz. 

*proje:* https://github.com/softbreak/OOP/tree/main/2-Encapsulation/ConsoleRPG_0

-----------------------------------------------------------------------------------------------------------------------------------------------------------

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/ConsoleRPG_0

Discord sunucusu: https://discord.gg/fne5AZMyBh",2022-10-07 17:00,00:47:00,1796,64,10,public,Enabled,4.12,
2,zaT9FJy37TI,Copilot ile Uzay Gemisi Kodluyoruz | Uzay Savaşı Serisi #2,"Bu bölümde, artık teknik altyapıya geçiyoruz ve kahramanımızın uzay gemisini C# ile kodlamaya başlıyoruz.

🚀 Neler yapıyoruz?
- Uzay gemisi sınıfı (Starship) oluşturuluyor.
- Zırh sistemi (MaxHull, CurrentHull) tasarlanıyor.
- Copilot ile senaryo odaklı kod önerileri alınıyor.
- Oyunun mantığı yazı ile kod arasında kuruluyor.

💬 Bu sadece bir oyun değil, bu, kodla yazılmış bir senaryo motoru.
Bu bölümde izleyici olarak yalnızca kodu değil, o kodun anlattığı hikâyeyi de göreceksiniz.

📌 Serinin devamı çok yakında.

🎉 Youngling Üyelik Seviyesi!
Yazılım dünyasında bir adım öne geçmek ister misiniz? Youngling seviyesine katılarak şu özel avantajlardan yararlanabilirsiniz:

📹 Sadece üyeler için hazırlanmış özel eğitim videoları.
💬 Yazılım topluluğumuzla daha yakın bir iletişim fırsatı.
🚀 Size özel içerik önerileri ve projeler.
✨ Üye olun ve yazılım kariyerinizde bir fark yaratın!

👉 Üyelik bağlantısı: https://www.youtube.com/channel/UCzdLcari9TIx-rtWzDNXvdQ/join",2025-04-25 12:02,00:21:38,188,15,9,public,Enabled,12.77,
5,pz6tF1IXykE,Copilot'u Sıfırdan Öğrenin: En İnce Detayına Kadar Açıklıyoruz!,"Arkadaşlar selam! Bu videoda sizlere GitHub Copilot'u baştan sona anlatıyoruz. Sıfırdan kurulumdan başlayıp, Visual Studio ile nasıl entegre çalışacağınıza ve C# projelerinizde nasıl kullanabileceğinize kadar her şeyi tek tek göreceksiniz.

Uzun zamandır beklediğiniz bu seriye başlıyoruz ve emin olun bu videodan sonra Copilot'u kullanmayan kalmayacak!

00:00 - Giriş ve Copilot Nedir?
04:22 - Copilot'u Nasıl Entegre Edersiniz?
12:36 - C# Projelerinde Copilot ile Kodlama
15:20 - Yapay Zeka Destekli Kod Tamamlama ve Hata Düzeltme
20:10 - Copilot'un Sunduğu Verimlilik İpuçları
25:00 - Sık Sorulan Sorular ve İpuçları

Video'da kullanılan linkler:

🔗 Visual Studio GitHub Copilot: https://visualstudio.microsoft.com/github-copilot/
🔗 GitHub: https://github.com/
🔗 Visual Studio ve Copilot Kurulum Kılavuzu: https://learn.microsoft.com/en-us/visualstudio/ide/visual-studio-github-copilot-install-and-states?view=vs-2022


🎉 Youngling Üyelik Seviyesi!
Yazılım dünyasında bir adım öne geçmek ister misiniz? Youngling seviyesine katılarak şu özel avantajlardan yararlanabilirsiniz:

👉 Üyelik bağlantısı: https://www.youtube.com/channel/UCzdLcari9TIx-rtWzDNXvdQ/join",2025-03-10 15:01,00:30:57,2184,94,14,public,Enabled,4.95,
1,kVIV6od23SU,Copilot ile Savaş Mekaniğini Test Ediyoruz | Uzay Savaşı Serisi #3,"Bu videoda, önceki bölümlerde oluşturduğumuz uzay gemisi sistemine basit ama işlevsel bir savaş döngüsü ekliyoruz.
Copilot’tan yardım alarak gemiler arası saldırı, hedefleme ve savunma mekaniklerini adım adım test ediyoruz.

🎉 Youngling Üyelik Seviyesi!
Yazılım dünyasında bir adım öne geçmek ister misiniz? Youngling seviyesine katılarak şu özel avantajlardan yararlanabilirsiniz:

📹 Sadece üyeler için hazırlanmış özel eğitim videoları.
💬 Yazılım topluluğumuzla daha yakın bir iletişim fırsatı.
🚀 Size özel içerik önerileri ve projeler.
✨ Üye olun ve yazılım kariyerinizde bir fark yaratın!

👉 Üyelik bağlantısı: https://www.youtube.com/channel/UCzdLcari9TIx-rtWzDNXvdQ/join",2025-05-06 11:01,00:20:54,54,1,1,public,Enabled,3.70,
6,8nUQu-ZyRz8,Bölüm 8: Onion Mimari Api Test İşlemleri,"🔗 GitHub Proje Linki: https://github.com/softbreak/Softbreak.OnionArch

Bu bölümde, Onion Architecture'ın Inner Infrastructure katmanında yaptığımız düzenlemeleri gözden geçiriyoruz. Daha önce tanımladığımız mimari yapıyı test etmek için UI katmanında bir Web API projesi üzerinden çalışmalarımıza devam ediyoruz.

🎉 Youngling Üyelik Seviyesi!
Yazılım dünyasında bir adım öne geçmek ister misiniz? Youngling seviyesine katılarak şu özel avantajlardan yararlanabilirsiniz:

📹 Sadece üyeler için hazırlanmış özel eğitim videoları.
💬 Yazılım topluluğumuzla daha yakın bir iletişim fırsatı.
🚀 Size özel içerik önerileri ve projeler.
✨ Üye olun ve yazılım kariyerinizde bir fark yaratın!

👉 Üyelik bağlantısı: https://www.youtube.com/channel/UCzdLcari9TIx-rtWzDNXvdQ/join",2025-02-15 09:00,00:25:53,350,13,2,public,Enabled,4.29,
7,Hy0QTkjDvII,Mediator Pattern Kullanımı,"Sevgili Youngling üyelerimiz, bu videomuzda, yazılım projelerinde bağımlılıkları yönetmenin en etkili yollarından biri olan Mediator Design Pattern’i ele alıyoruz. Bu bölümde, MediatR kütüphanesinin nasıl çalıştığını, CQRS ile nasıl entegre edilebileceğini ve bağımlılıkları nasıl minimize edebileceğinizi gerçek proje örnekleri üzerinden detaylandırıyoruz. Daha modüler, okunabilir ve ölçeklenebilir bir mimari oluşturmak için bu teknikleri keşfetmeye hazır olun!

Önceki bölümlerde CQRS’in temel yapısını ve kullanımı öğrendik, şimdi ise bağımlılıkları daha iyi yöneterek projelerinizi bir üst seviyeye taşıyoruz. Hadi başlayalım!",2025-01-31 21:42,00:13:40,48,3,0,public,Enabled,6.25,
8,JUhOndhT3Xc,CQRS Pattern Kullanımı,"Sevgili Youngling üyelerimiz, CQRS Pattern serimizin bu devam videosunda, commands (komutlar), queries (sorgular) ve handlers (işleyiciler) kavramlarını derinlemesine inceliyoruz. Daha önce CQRS’in temel prensiplerini öğrenmiştiniz, bu kez kategori oluşturma, güncelleme ve silme işlemleri üzerinden pratik uygulamalara odaklanıyoruz. Videoda, sistem performansınızı artırmak ve projelerinizi daha ölçeklenebilir hale getirmek için bu tekniklerin nasıl kullanılacağını adım adım keşfedeceksiniz.",2025-01-22 11:00,00:18:42,71,4,2,public,Enabled,8.45,
11,0073rF3RrKk,Bölüm 5: Onion Mimari Persistence Katmanı ve Repository Yapıları  | C# Eğitimi,"🔗 GitHub Proje Linki: https://github.com/softbreak/Softbreak.OnionArch

Onion Mimari eğitim serimizin bu özel videosunda, persistence katmanına geçiş yaparak repository yapılarının nasıl oluşturulduğunu detaylı şekilde ele alıyoruz. Ayrıca, dependency injection, async metodların kullanımı ve CompositeKey tasarımı gibi önemli konuları uygulamalı olarak anlatıyoruz. Gelişmiş yazılım mimarisi tekniklerini öğrenmek isteyenler için bu video rehber niteliğinde! Sorularınızı yorumlarda bizimle paylaşmayı unutmayın. İyi seyirler!

🎉 Youngling Üyelik Seviyesi!
Yazılım dünyasında bir adım öne geçmek ister misiniz? Youngling seviyesine katılarak şu özel avantajlardan yararlanabilirsiniz:

📹 Sadece üyeler için hazırlanmış özel eğitim videoları.
💬 Yazılım topluluğumuzla daha yakın bir iletişim fırsatı.
🚀 Size özel içerik önerileri ve projeler.
✨ Üye olun ve yazılım kariyerinizde bir fark yaratın!

👉 Üyelik bağlantısı: https://www.youtube.com/channel/UCzdLcari9TIx-rtWzDNXvdQ/join",2025-01-06 11:00,00:29:06,401,23,0,public,Enabled,5.74,
17,Vli___1DEMY,Dependency Inversion: Bağımlılığın Tersine Çevrilmesi,"SOLID serimizin son videosuna geldik ve Dependency Inversion prensibini inceliyoruz. Bu önemli prensip, yazılım projelerinizde alt ve üst seviye modüller arasındaki sıkı sıkıya bağımlılığı gevşeterek, kodunuzu daha esnek ve sürdürülebilir hale getirmenizi sağlar.

Videomuzda, Robert C. Martin'in bu prensibi nasıl tanımladığını, sıkı bağlılık (tightly coupled) ve gevşek bağlılık (loosely coupled) kavramlarının projelerinize nasıl etkide bulunduğunu öğreniyoruz. Ayrıca, pratik örneklerle Dependency Inversion'ı gerçek dünya projelerinde nasıl uygulayabileceğinizi gösteriyoruz.

Bu video, yalnızca *Youngling* üyelerimize özel olarak yayınlanmıştır. Yazılım becerilerinizi geliştirmek ve profesyonel dünyada fark yaratmak için bu videoyu kaçırmayın!

Topluluğumuzla etkileşime geçmek ve güncel içeriklerden haberdar olmak için Discord sunucumuza katılın:
https://discord.com/invite/tkZBnuba8h",2024-09-30 12:00,00:21:44,114,2,2,public,Enabled,3.51,
15,97vwRWysViE,Bölüm 1:Onion Mimari Nedir? Katmanlı Yazılım Yapıları | C# Eğitimi,"🔗 GitHub Proje Linki: https://github.com/softbreak/Softbreak.OnionArch

Onion Mimari ile yazılım projelerinizde sürdürülebilirlik ve esneklik nasıl sağlanır? Bu videoda, yazılım mimarilerinde yeni bir perspektif sunan Onion Mimari'nin temel prensiplerini ele alıyoruz. Domain Driven Design yaklaşımını anlamak, katmanlı yapıları doğru bir şekilde kullanmak ve projelerinizi değişime dayanıklı hale getirmek için gerekli teorik temelleri keşfedin.
Onion Mimari'nin Ntire Mimari ile farklarını öğrenerek projelerinizi nasıl daha verimli ve esnek hale getirebileceğinizi öğreneceksiniz.

📌 Videonun Bölümleri:

00:06 Onion Mimari Tanımı
00:43 Onion ve Ntire Mimari Karşılaştırması
03:22 Yazılımda Sürdürülebilirlik ve Esneklik
14:40 Domain Driven Design (DDD) Açıklaması

Sorularınızı yorumlara yazmayı unutmayın!🌟",2024-12-06 12:00,00:23:43,1038,54,5,public,Enabled,5.68,
18,5qNmRMvo7yI,Interface Segregation: Arayüz Ayrımı Prensibi,"SOLID serimizin bu videosunda, Interface Segregation prensibini ayrıntılarıyla ele alıyoruz. Interface Segregation, büyük ve şişkin interface'leri daha küçük ve odaklı hale getirerek kodunuzu daha modüler ve sürdürülebilir yapmanıza yardımcı olur.

Videoda, SOLID'in diğer prensipleriyle olan bağlantıları, özellikle Single Responsibility ve Open-Closed prensiplerine nasıl etkide bulunduğunu keşfedeceksiniz. Ayrıca, Robert C. Martin'in gerçek hayatta karşılaştığı bir sorundan ilham alarak geliştirdiği bu prensibi, printer modelleri ve gerçek dünya örnekleri üzerinden daha somut hale getiriyoruz.

Interface Segregation sayesinde projelerinize eklenen yeni özellikler, mevcut yapıyı bozmadan kolayca entegre edilebilecek. Videoda, bu prensibin yazılım mimarisine nasıl katkı sağladığını ve neden önemli olduğunu detaylı örneklerle öğreneceksiniz.

Discord sunucumuza katılarak sorularınızı paylaşabilir ve topluluğumuzla etkileşime geçebilirsiniz:
https://discord.com/invite/tkZBnuba8h",2024-09-23 12:00,00:18:41,47,0,0,public,Enabled,0.0,
19,W5pL7yl_bNg,Liskov's Substitution Prensibi: Liskov'un Yer Değiştirme Prensibi,"Bu videoda, SOLID prensiplerinden 'Liskov Substitution' (Yerine Geçme) prensibini detaylarıyla inceliyoruz. Yazılım dünyasında doğru inheritance kullanımı ve olası hatalardan kaçınmanın yollarını öğrenmek için Liskov Substitution'ı derinlemesine keşfedeceğiz.

Prensibin temelini anlamak, yazılım projelerinizde daha esnek ve sürdürülebilir bir yapı oluşturmanıza yardımcı olacaktır. Video boyunca, gerçek dünyadan örnekler ve pratik uygulamalarla bu prensibin nasıl kullanıldığını göreceksiniz. 

Discord sunucumuza katılarak sorularınızı paylaşabilir ve topluluğumuzla etkileşime geçebilirsiniz:
https://discord.com/invite/tkZBnuba8h",2024-09-16 12:00,00:35:35,146,9,0,public,Enabled,6.16,
20,clLSk2L394I,Open Closed Prensibi: Açık/Kapalı Prensibi,"Bu bölümde, SOLID prensiplerinden 'Open-Closed' (Açık-Kapalı) prensibini detaylarıyla ele alıyoruz. Projelerinizi geliştirirken mevcut yapıyı bozmadan nasıl yeni özellikler ekleyebileceğinizi ve kodunuzu nasıl esnek tutabileceğinizi öğreneceksiniz.

Open-Closed prensibini doğru anlamak ve uygulamak, yazılım geliştirme sürecinde sizi bir adım öne taşıyacak. Videomuzda, bu prensibin neden önemli olduğunu, nasıl uygulanması gerektiğini ve yanlış uygulandığında hangi dezavantajlarla karşılaşabileceğinizi örneklerle açıklıyoruz.

Discord sunucumuza katılarak sorularınızı paylaşabilir ve topluluğumuzla etkileşime geçebilirsiniz:
https://discord.com/invite/tkZBnuba8h",2024-09-09 12:00,00:32:38,239,13,0,public,Enabled,5.44,
23,71236j6yu8M,Authentication ve Authorization:Rol Bazlı Oturum,"Bu videomuzda, kimlik doğrulama (Authentication) ve yetkilendirme (Authorization) süreçlerini ele alıyoruz. Bir önceki dersimizde teorik olarak bahsettiğimiz bu kavramları şimdi pratiğe dökerek, admin panelinde kullanıcı ekleme ve rol atama işlemlerini adım adım gösteriyoruz. Refaktörleme adımlarımızı da içeren bu kapsamlı dersimizle, projelerinizde güvenli ve etkili kullanıcı yönetimi sağlayabileceksiniz.

Siz de sorularınızı sormak isterseniz, abonelerimize özel Discord sunucumuza katılmayı unutmayın. 
https://discord.com/invite/tkZBnuba8h",2024-08-16 09:00,01:23:57,106,5,1,public,Enabled,5.66,
32,xCagCl0v1ts,ASP.NET Core'da middleware, HTTP taleplerini işlemek ve yanıtlamak için kullanılan bir kavramdır.,,2024-03-08 18:23,00:01:01,393,18,2,public,Enabled,5.9,
21,dXqMXsDrqT8,SOLID Prensiplerine Giriş,"Bu videoda, yazılım dünyasının temel taşlarından biri olan SOLID prensiplerine kapsamlı bir giriş yapıyoruz. İlk bölümümüzde, 'Single Responsibility' (Tek Sorumluluk) prensibini ele alarak, Object Oriented Programming (OOP) felsefesiyle nasıl uyumlu bir şekilde kullanılacağını öğreniyoruz.

Bu serinin devamında, SOLID prensiplerinin her birini derinlemesine inceleyeceğiz. Ancak, bu videonun ardından yalnızca *Youngling* üyelerimiz için hazırlanan özel içeriklere erişebileceksiniz! Yazılım dünyasında uzmanlaşmak ve projelerinizde daha sağlam yapılar oluşturmak için bu fırsatı kaçırmayın.


*Youngling* seviyesine geçerek (Katıl), bu ayrıcalıklı içeriklere ve topluluğumuzun özel etkinliklerine katılma hakkı elde edebilirsiniz!

Ayrıca, Discord sunucumuza katılarak topluluğumuzla etkileşimde bulunabilir, sorularınızı paylaşabilir ve güncel içeriklerden haberdar olabilirsiniz: 
https://discord.com/invite/tkZBnuba8h

Bu video, yazılım yolculuğunuzda bir sonraki adıma geçmek için harika bir başlangıç!",2024-09-03 12:00,00:13:53,519,28,4,public,Enabled,6.17,
